Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging,Funding Sources
ELEC,STATE OF UTAH GRASSY MNT EB 1,"East I-80 Grassy Mountain Rest Area, Milepost",,Grantsville,UT,84029,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.755366,-113.017776,2025-01-17,155227,2025-01-17 01:19:21 UTC,,,,2020-04-07,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,STATE OF UTAH GRASSY MNT WB 2,"I-80 West Bound Grassy Mountain Rest Area,  M",,Grantsville,UT,84029,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.762235,-113.00992,2025-01-17,155249,2025-01-17 01:19:21 UTC,,,,2020-04-08,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,SCO ROSECANYONC1,5541 13400 S,,Riverton,UT,84096,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.507042,-112.02253,2025-01-17,155293,2025-01-17 01:18:40 UTC,,,,2020-04-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,SCO FILLMORE1,674 UT-99,,Fillmore,UT,84631,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.954208,-112.340375,2025-01-17,155294,2025-01-17 01:17:57 UTC,,,,2020-04-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,SCO LAYTON HOSP_2,201 Layton Pkwy,,Layton,UT,84041,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.051423,-111.968443,2025-01-17,155295,2025-01-17 01:17:55 UTC,,,,2020-04-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,SCO CCH1,108 W 1325 N,,Cedar City,UT,84721,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.700458,-113.065318,2025-01-17,155297,2025-01-17 01:17:50 UTC,,,,2020-04-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,SCO BEAR RIVER H 1,935 N 1000 W,,Tremonton,UT,84337,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.724973,-112.182254,2025-01-17,155298,2025-01-17 01:17:44 UTC,,,,2020-04-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,SCO MCKAY DEE HOS_2,Harrison Blvd @ 4401 S (Ogden),,Ogden,UT,84403,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.184722,-111.953076,2025-01-17,155300,2025-01-17 01:17:16 UTC,,,,2020-04-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,SCO DELTA HOSP-1,130 White Sage Ave,,Delta,UT,84624,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.34978,-112.560668,2025-01-17,155301,2025-01-17 01:17:15 UTC,,,,2020-04-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,SCO PARKCITYH1,Round Valley Dr,,Park City,UT,84060,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.688284,-111.470277,2025-01-17,155302,2025-01-17 01:17:06 UTC,,,,2020-04-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,SCO SARATOGA SP C 1,354 UT-73,,Saratoga Springs,UT,84045,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.388188,-111.924635,2025-01-17,155303,2025-01-17 01:16:56 UTC,,,,2020-04-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,SCO RIV HOSP-1,3741 W. 12600 S.,,Riverton,UT,84065,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.519113,-111.979002,2025-01-17,155304,2025-01-17 01:16:52 UTC,,,,2020-04-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,SCO OREM COMM H 1,331 400 N,,Orem,UT,84057,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.302846,-111.707426,2025-01-17,155305,2025-01-17 01:16:15 UTC,,,,2020-04-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,SCO TAYLORSVILLEC1,3845 W. 4700 S.,west side building parking lot,Salt Lake City,UT,84118,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.666417,-111.983102,2025-01-17,155306,2025-01-17 01:16:14 UTC,,,,2020-04-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,CLINTON CITY FOOTBALL PARKIN,1579 W 2050 N,,Clinton,UT,84015,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.144347,-112.05656,2025-01-17,155431,2025-01-17 01:19:52 UTC,,,,2020-04-18,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,CLINTON CITY PLAYGROUND,1850 W 2300 N,,Clinton,UT,84015,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.146419,-112.061139,2025-01-17,155432,2025-01-17 01:19:52 UTC,,,,2020-04-18,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,CLINTON CITY POWERLINE PARK,1711 1740 N,,Clinton,UT,84015,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.13848,-112.058497,2025-01-17,155433,2025-01-17 01:19:52 UTC,,,,2020-04-18,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,SCO HOMECARE1,11520 S Redwood Rd,North parking lot by delivery area,South Jordan,UT,84095,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.542412,-111.940151,2025-01-17,155441,2025-01-17 01:16:14 UTC,,,,2020-04-20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,TPARK TPARK 1,3400 Ashton Blvd,"-located behind the building, next to generator",Lehi,UT,84043,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.429778,-111.894363,2025-01-17,155496,2025-01-17 01:02:06 UTC,,,,2020-04-22,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,STATE OF UTAH TIE FORK REST 2,17845 US-6,,Spanish Fork,UT,84660,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.950356,-111.21706,2025-01-17,155533,2025-01-17 01:20:18 UTC,,,,2020-04-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,SCO LAKEPARK-4646-2,4646 Lake Park Blvd,,West Valley City,UT,84120,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.713884,-112.002392,2025-01-17,155589,2025-01-17 01:16:13 UTC,,,,2020-04-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,STATEOFUTDAS TSOB16,4315 S 2700 W,"North parking lot, south end, near electric shed",Taylorsville,UT,84129,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.677279,-111.957165,2025-01-17,156011,2025-01-17 01:20:36 UTC,,,,2020-05-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,EAGLEWOODLOFTS STATION 1,325 S Orchard Dr,Front of Clubhouse (new),North Salt Lake,UT,84054,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.835682,-111.911768,2025-01-17,156012,2025-01-17 00:39:12 UTC,,,,2020-05-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,SCO AMERICAN FK H 2,1220 E 120 N,,American Fork,UT,84003,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.379261,-111.766011,2025-01-17,156066,2025-01-17 01:16:16 UTC,,,,2020-05-05,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,SCO SLCLINIC1,333 900 E,,Salt Lake City,UT,84102,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.76201,-111.864502,2025-01-17,156085,2025-01-17 01:16:26 UTC,,,,2020-05-06,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,SCO SPRINGVILLEC1,762 W 400 S,,Springville,UT,84663,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.161545,-111.62576,2025-01-17,156300,2025-01-17 01:16:57 UTC,,,,2020-05-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,STATEOFUTDAS DWSLOGAN2,180 N. 100 West,,Logan,UT,84321,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.735046,-111.836492,2025-01-17,156325,2025-01-17 01:21:03 UTC,,,,2020-05-16,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,DRAPER CITY DRAPER PARK 1,12500 1300 E,North East Parking lot East of the Pavilion,Draper,UT,84020,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.523879,-111.855032,2025-01-17,156645,2025-01-17 01:21:25 UTC,,,,2020-05-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,DRAPER CITY CITY HALL 2,1020 Pioneer Rd,On Street Parking on North East of City Hall,Draper,UT,84020,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.5249,-111.862848,2025-01-17,156646,2025-01-17 01:21:25 UTC,,,,2020-05-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,SCO ALTA VIEW H 1,9499 S 1210 E,Near stair way to pit parking,SANDY,UT,84094,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.579544,-111.855327,2025-01-17,158514,2025-01-17 01:20:14 UTC,,,,2020-06-04,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Utah State University - Brigham City,989 S Main St,,Brigham City,UT,84302,,435-797-3414,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,GPS,41.489502,-112.014527,2023-01-10,158637,2023-02-14 15:54:11 UTC,P,,,2020-06-05,,,,,J1772,US,,,,Public,,public,,,COLLEGE_CAMPUS,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Best Western Plus - Weston Inn,250 Main St,,Logan,UT,84321,,435-752-5700,E,,Public,24 hours daily; for guest use only; see front desk for access,,,,,,1,,,Non-Networked,,GPS,41.735977,-111.833299,2023-01-10,158638,2023-02-14 15:54:11 UTC,P,,,2020-06-05,,,,,J1772,US,,,,Public,,public,,,INN,,,,,,,,,,,,,,,,,true,,,,,,,,LD,false,
ELEC,Utah State University - Aggie Terrrace,600 N 700 E,,Logan,UT,84321,,435-797-3414,E,,Public,24 hours daily; USU permit required,,,,,,1,,,Non-Networked,,GPS,41.742536,-111.81648,2024-01-09,158640,2024-01-31 22:07:01 UTC,P,,,2020-06-05,,,,,J1772,US,,,,Public,,public,,,COLLEGE_CAMPUS,,,,,,,,,,,,,,,,,true,,,,,,,,LD,false,
ELEC,Utah State University - Life Sciences,575 N 975 E,,Logan,UT,84321,,435-797-3414,E,,Public,24 hours daily; USU permit required,,,,,,2,,,Non-Networked,,GPS,41.742227,-111.810817,2024-01-09,158641,2024-01-31 22:07:01 UTC,P,,,2020-06-05,,,,,J1772,US,,,,Public,,public,,,COLLEGE_CAMPUS,,,,,,,,,,,,,,,,,true,,,,,,,,LD,false,
ELEC,Utah State University - Welcome Center,890 E 700 N,,Logan,UT,84321,,435-797-3414,E,,Public,24 hours daily; USU permit required,,,,,,1,,,Non-Networked,,GPS,41.744119,-111.811949,2024-01-09,158642,2024-01-31 22:07:01 UTC,P,,,2020-06-05,,,,,J1772,US,,,,Public,,public,,,COLLEGE_CAMPUS,,,,,,,,,,,,,,,,,true,,,,,,,,LD,false,
ELEC,Utah State University - Blue Square,1111 N 800 E,,Logan,UT,84341,,435-797-3414,E,,Public,24 hours daily; USU permit required,,,,,,2,,,Non-Networked,,GPS,41.751946,-111.814792,2024-01-09,158643,2024-01-31 22:07:01 UTC,P,,,2020-06-05,,,,,J1772,US,,,,Public,,public,,,COLLEGE_CAMPUS,,,,,,,,,,,,,,,,,true,,,,,,,,LD,false,
ELEC,Weber State University - Parking Lot A1,3848 Harrison Blvd,,Ogden,UT,84408,,801-626-6533,E,,Public,24 hours daily; WSU permit required; 3 hour time limit,,,,,,2,,,Non-Networked,,GPS,41.193929,-111.946515,2023-01-10,158645,2023-02-14 15:54:11 UTC,P,,,2020-06-05,,,,,J1772,US,,,,Public,,public,,,COLLEGE_CAMPUS,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Weber State University - Parking Lot A2,3848 Harrison Blvd,,Ogden,UT,84408,,801-626-6533,E,,Public,24 hours daily; WSU permit required; 3 hour time limit,,,,,,2,,,Non-Networked,,GPS,41.194178,-111.942761,2023-01-10,158646,2023-02-14 15:54:11 UTC,P,,,2020-06-05,,,,,J1772,US,,,,Public,,public,,,COLLEGE_CAMPUS,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Weber State University - Parking Lot A6,3848 Harrison Blvd,,Ogden,UT,84408,,801-626-6533,E,,Public,24 hours daily; WSU permit required; 3 hour time limit,,,,,,2,,,Non-Networked,,GPS,41.192856,-111.941149,2023-01-10,158647,2023-02-14 15:54:11 UTC,P,,,2020-06-05,,,,,J1772,US,,,,Public,,public,,,COLLEGE_CAMPUS,,,,,,,Free,,,,,,,,,,true,,,,,,,,LD,false,
ELEC,Weber State University - Community Education Center,2605 Monroe Blvd,,Ogden,UT,84401,,801-626-6533,E,,Public,24 hours daily; WSU permit required; 3 hour time limit,,,,,,2,,,Non-Networked,,GPS,41.218001,-111.960286,2023-01-10,158648,2023-02-14 15:54:11 UTC,P,,,2020-06-05,,,,,J1772,US,,,,Public,,public,,,COLLEGE_CAMPUS,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,SARATOGASPRINGS SARATOGA SPGS 3,367 S Saratoga Rd,,Saratoga Springs,UT,84045,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.355404,-111.901886,2025-01-17,163428,2025-01-17 01:12:14 UTC,,,,2020-06-17,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,STATEOFUTDAS PROVORGNLCTR5,150 S 100 E,Level 2 Parking Garage,Provo,UT,84606,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.232764,-111.6561,2025-01-17,163494,2025-01-17 01:20:28 UTC,,,,2020-06-19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,"Green River Coffee (Green River, UT)",25 East Maint Street,,Green River,UT,84525,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,38.99578,-110.16171,2025-01-17,163552,2025-01-17 03:08:19 UTC,,,,2020-06-23,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,"Love's 581 Salina, UT",1915 SOUTH STATE STREET,,Salina,UT,84654,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,38.93144,-111.85365,2025-01-17,163553,2025-01-17 03:08:21 UTC,,,,2020-06-23,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,RC WILLEY LAYTON 1,2195 University Park Blvd,Parking Lot,Layton,UT,84041,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.091548,-111.990411,2025-01-17,163663,2025-01-17 01:21:42 UTC,,,,2020-06-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,SLCO FLEET REC CENTER 1,657 Vestry Rd,,Draper,UT,84020,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.49123,-111.87187,2025-01-17,163664,2025-01-17 01:17:12 UTC,,,,2020-06-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,PUBLIC USE RAC PARKING,1928 Branding Cir,South end of southern parking lot,Salt Lake City,UT,84116,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.811533,-111.944563,2025-01-17,163668,2025-01-17 00:59:52 UTC,,,,2020-06-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,PUBLIC USE 159 S. MAIN ST,157 Main St,,Salt Lake City,UT,84111,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.765691,-111.890973,2025-01-17,163673,2025-01-17 00:50:07 UTC,,,,2020-06-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,NORTH SLOPE 1 NORTH SLOPE 1,4100 Chapel Ridge Rd,Parking Lot,Lehi,UT,84043,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.439309,-111.893261,2025-01-17,163736,2025-01-17 01:04:48 UTC,,,,2020-07-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,KAYSVILLECITY BARNES PARK N P,354 N Flint St,East of Egan Auto N.W. corner Kaysville pickleball court,Kaysville,UT,84037,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.040634,-111.96352,2025-01-17,164054,2025-01-17 01:23:14 UTC,,,,2020-07-08,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,KAYSVILLECITY HERITAGE PARK N,95 E 200 N,West side of splash pad,Kaysville,UT,84037,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.03909,-111.93692,2025-01-17,164081,2025-01-17 01:23:14 UTC,,,,2020-07-09,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,LEHI POWER LEHI POWER L2,2121 N Thanksgiving Way,,Lehi,UT,84043,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.413987,-111.87786,2025-01-17,164276,2025-01-17 01:22:48 UTC,,,,2020-07-16,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,UVU PARKING L6-2,1133 800 S,,Orem,UT,84058,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.282284,-111.7197,2025-01-17,164335,2025-01-17 01:23:14 UTC,,,,2020-07-17,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,UVU PARKING M22,450W 900S,,Orem,UT,84058,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.280567,-111.70653,2025-01-17,164336,2025-01-17 01:23:13 UTC,,,,2020-07-17,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,STATEOFUTDAS DWSCLEARFIELD1,1290 E 1450 S,,Clearfield,UT,84015,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.09217,-111.999796,2025-01-17,164643,2025-01-17 01:17:35 UTC,,,,2020-07-30,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,STATE OF UTAH CASTLE DALE 2,70 N 100 E,,Castle Dale,UT,84513,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.21257,-111.01697,2025-01-17,164837,2025-01-17 01:23:41 UTC,,,,2020-08-05,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,IP IP2NW,1557 W Innovation Way,North side of building,Lehi,UT,84043,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.431134,-111.874587,2025-01-17,165070,2025-01-17 01:19:55 UTC,,,,2020-08-07,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,CC STATION1 OREM CITY DC 1,97 E Center St,Justice Court Parking Lot,Orem,UT,84057,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.29844,-111.69341,2025-01-17,165086,2025-01-17 01:18:53 UTC,,,,2020-08-08,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Hyatt Place Salt Lake City Airport,52 N Tommy Thompson Rd,,Salt Lake City,UT,84116,,801-363-1400,E,,Public,24 hours daily; guest use only,,,,,,1,,,Non-Networked,,GPS,40.771137,-112.001597,2023-01-10,165146,2023-02-14 15:54:11 UTC,P,,,2020-07-31,,,,,J1772,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,true,,,,,,,,LD,false,
ELEC,CC STATION1 OREM CITY DC 4,95 E Center St,,Orem,UT,84057,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.297465,-111.693144,2025-01-17,165274,2025-01-17 01:24:28 UTC,,,,2020-08-15,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,WCL NORTH OGDEN,475 E 2600 N,South parking lot,Ogden,UT,84414,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.304822,-111.965616,2025-01-17,165337,2025-01-17 00:47:46 UTC,,,,2020-08-20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Hyatt Place Salt Lake City/Lehi,3700 North Outlet Pkwy,,Lehi,UT,84043,,385-345-8300,E,,Public,24 hours daily; for customer use only,,,,,,2,,,Non-Networked,,GPS,40.432775,-111.881972,2023-01-10,165355,2023-02-14 15:54:11 UTC,P,,,2020-08-10,,,,,J1772,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,true,,,,,,,,LD,false,
ELEC,Lone Peak Center,11781 Lone Peak Pkwy,,Draper,UT,84020,,385-257-0950,E,,Public,24 hours daily,,,,,,4,,,Non-Networked,,GPS,40.537655,-111.896671,2023-01-10,165356,2023-02-14 15:54:11 UTC,P,,,2020-08-10,,,,,TESLA,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Holiday Inn South Jordan - SLC South,10499 S Jordan Gateway,,South Jordan,UT,84095,,801-553-1151,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,2,,,Non-Networked,,GPS,40.56105,-111.902066,2023-01-10,165357,2023-02-14 15:54:11 UTC,P,,,2020-08-10,,,,,J1772,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,true,,,,,,,,LD,false,
ELEC,Comfort Suites St. George - University Area,175 N 1000 E,,St. George,UT,84770,,435-215-1885,E,,Public,24 hours daily; customer use only,,,,,,2,,,Non-Networked,,GPS,37.111119,-113.5631,2023-01-10,166754,2023-02-14 15:54:11 UTC,P,,,2020-08-31,,,,,J1772,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
